146  1493718069000621  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (3.42531,30,0 - 100) (3.42531,-30,0 - 100) 
147  1493718069000720  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (3.42531,30,0 - 100) (3.42531,-30,0 - 100) 
148  1493718069000820  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (2.94543,30,0 - 100) (2.94543,-30,0 - 100) 
149  1493718069000921  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (2.94543,30,0 - 100) (2.94543,-30,0 - 100) 
150  1493718070000020  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.28709,30,0 - 100) (7.28709,-30,0 - 100) 
151  1493718070000121  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.28709,30,0 - 100) (7.28709,-30,0 - 100) 
152  1493718070000221  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.28709,30,0 - 100) (7.28709,-30,0 - 100) 
153  1493718070000320  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.28709,30,0 - 100) (7.28709,-30,0 - 100) 
154  1493718070000421  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.28709,30,0 - 100) (7.28709,-30,0 - 100) 
155  1493718070000521  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.42707,30,0 - 100) (7.42707,-30,0 - 100) 
156  1493718070000621  (-9.1341,-30,0 - 100)  (-9.1341,30,0 - 100)   (7.42707,30,0 - 100) (7.42707,-30,0 - 100) 
157  1493718070000721  (-9.10033,-30,0 - 100)  (-9.10033,30,0 - 100)   (7.42707,30,0 - 100) (7.42707,-30,0 - 100) 
158  1493718070000821  (-9.0851,-30,0 - 100)  (-9.0851,30,0 - 100)   (7.42707,30,0 - 100) (7.42707,-30,0 - 100) 
159  1493718070000921  (-9.07305,-30,0 - 100)  (-9.07305,30,0 - 100)   (7.42707,30,0 - 100) (7.42707,-30,0 - 100) 
160  1493718071000021  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
161  1493718071000122  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
162  1493718071000221  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
163  1493718071000321  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
164  1493718071000422  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
165  1493718071000521  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
